Frequent Itemsets:
 support                                                                                      itemsets
                                                        (SpecialDay_0.0, Region_1)                                     (VisitorType_Returning_Visitor, TrafficType_2) 0.091565    0.263416 1.095049
                                    (VisitorType_Returning_Visitor, TrafficType_2)                                                         (SpecialDay_0.0, Region_1) 0.091565    0.380647 1.095049
                                                                  (SpecialDay_0.0)                           (VisitorType_Returning_Visitor, Region_1, TrafficType_2) 0.091565    0.101905 1.046197
                                                                        (Region_1)                     (SpecialDay_0.0, VisitorType_Returning_Visitor, TrafficType_2) 0.091565    0.236192 1.049839
                    (SpecialDay_0.0, VisitorType_Returning_Visitor, TrafficType_3)                                                                         (Region_1) 0.054501    0.423975 1.093642
                         (SpecialDay_0.0, VisitorType_Returning_Visitor, Region_1)                                                                    (TrafficType_3) 0.054501    0.184565 1.109007
                                         (SpecialDay_0.0, Region_1, TrafficType_3)                                                    (VisitorType_Returning_Visitor) 0.054501    0.916780 1.071358
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                          (Region_1, TrafficType_3) 0.054501    0.071810 1.005017
                                                   (SpecialDay_0.0, TrafficType_3)                                          (VisitorType_Returning_Visitor, Region_1) 0.054501    0.389565 1.167276
                                                        (SpecialDay_0.0, Region_1)                                     (VisitorType_Returning_Visitor, TrafficType_3) 0.054501    0.156790 1.014811
                                    (VisitorType_Returning_Visitor, TrafficType_3)                                                         (SpecialDay_0.0, Region_1) 0.054501    0.352756 1.014811
                                         (VisitorType_Returning_Visitor, Region_1)                                                    (SpecialDay_0.0, TrafficType_3) 0.054501    0.163305 1.167276
                                                         (Region_1, TrafficType_3)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.054501    0.762770 1.005017
                                                   (VisitorType_Returning_Visitor)                                          (SpecialDay_0.0, Region_1, TrafficType_3) 0.054501    0.063691 1.071358
                                                                   (TrafficType_3)                          (SpecialDay_0.0, VisitorType_Returning_Visitor, Region_1) 0.054501    0.327485 1.109007
                                                                        (Region_1)                     (SpecialDay_0.0, VisitorType_Returning_Visitor, TrafficType_3) 0.054501    0.140586 1.093642
                             (Month_Mar, Browser_2, VisitorType_Returning_Visitor)                                                               (OperatingSystems_2) 0.056448    0.652296 1.218423
                                        (Month_Mar, Browser_2, OperatingSystems_2)                                                    (VisitorType_Returning_Visitor) 0.056448    0.870000 1.016690
                    (Month_Mar, VisitorType_Returning_Visitor, OperatingSystems_2)                                                                        (Browser_2) 0.056448    0.736508 1.140704
                    (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2)                                                                        (Month_Mar) 0.056448    0.160554 1.038084
                                                            (Month_Mar, Browser_2)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.056448    0.567700 1.239111
                                        (Month_Mar, VisitorType_Returning_Visitor)                                                    (Browser_2, OperatingSystems_2) 0.056448    0.415522 1.012728
                                                   (Month_Mar, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.056448    0.650467 1.162020
                                        (VisitorType_Returning_Visitor, Browser_2)                                                    (Month_Mar, OperatingSystems_2) 0.056448    0.100840 1.162020
                                                   (Browser_2, OperatingSystems_2)                                         (Month_Mar, VisitorType_Returning_Visitor) 0.056448    0.137577 1.012728
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                             (Month_Mar, Browser_2) 0.056448    0.123208 1.239111
                                                                       (Month_Mar)                     (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2) 0.056448    0.364971 1.038084
                                                                       (Browser_2)                     (Month_Mar, VisitorType_Returning_Visitor, OperatingSystems_2) 0.056448    0.087426 1.140704
                                                   (VisitorType_Returning_Visitor)                                         (Month_Mar, Browser_2, OperatingSystems_2) 0.056448    0.065965 1.016690
                                                              (OperatingSystems_2)                              (Month_Mar, Browser_2, VisitorType_Returning_Visitor) 0.056448    0.105439 1.218423
                             (VisitorType_Returning_Visitor, Browser_2, Month_May)                                                               (OperatingSystems_2) 0.104055    0.641179 1.197658
                    (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2)                                                                        (Month_May) 0.104055    0.295963 1.084787
                    (VisitorType_Returning_Visitor, Month_May, OperatingSystems_2)                                                                        (Browser_2) 0.104055    0.750292 1.162053
                                        (Browser_2, Month_May, OperatingSystems_2)                                                    (VisitorType_Returning_Visitor) 0.104055    0.906073 1.058846
                                        (VisitorType_Returning_Visitor, Browser_2)                                                    (Month_May, OperatingSystems_2) 0.104055    0.185888 1.208861
                                        (VisitorType_Returning_Visitor, Month_May)                                                    (Browser_2, OperatingSystems_2) 0.104055    0.421346 1.026923
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                             (Browser_2, Month_May) 0.104055    0.227120 1.278716
                                                            (Browser_2, Month_May)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.104055    0.585845 1.278716
                                                   (Browser_2, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Month_May) 0.104055    0.253607 1.026923
                                                   (Month_May, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.104055    0.676688 1.208861
                                                   (VisitorType_Returning_Visitor)                                         (Browser_2, Month_May, OperatingSystems_2) 0.104055    0.121600 1.058846
                                                                       (Browser_2)                     (VisitorType_Returning_Visitor, Month_May, OperatingSystems_2) 0.104055    0.161161 1.162053
                                                                       (Month_May)                     (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2) 0.104055    0.381391 1.084787
                                                              (OperatingSystems_2)                              (VisitorType_Returning_Visitor, Browser_2, Month_May) 0.104055    0.194364 1.197658
                             (VisitorType_Returning_Visitor, Browser_2, Month_May)                                                               (OperatingSystems_3) 0.050203    0.309345 1.492848
                    (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_3)                                                                        (Month_May) 0.050203    0.286309 1.049402
                    (VisitorType_Returning_Visitor, Month_May, OperatingSystems_3)                                                                        (Browser_2) 0.050203    0.946483 1.465914
                                        (Browser_2, Month_May, OperatingSystems_3)                                                    (VisitorType_Returning_Visitor) 0.050203    0.933635 1.091055
                                        (VisitorType_Returning_Visitor, Browser_2)                                                    (Month_May, OperatingSystems_3) 0.050203    0.089684 1.564081
                                        (VisitorType_Returning_Visitor, Month_May)                                                    (Browser_2, OperatingSystems_3) 0.050203    0.203284 1.037456
                               (VisitorType_Returning_Visitor, OperatingSystems_3)                                                             (Browser_2, Month_May) 0.050203    0.272088 1.531892
                                                            (Browser_2, Month_May)                                (VisitorType_Returning_Visitor, OperatingSystems_3) 0.050203    0.282648 1.531892
                                                   (Browser_2, OperatingSystems_3)                                         (VisitorType_Returning_Visitor, Month_May) 0.050203    0.256209 1.037456
                                                   (Month_May, OperatingSystems_3)                                         (VisitorType_Returning_Visitor, Browser_2) 0.050203    0.875530 1.564081
                                                   (VisitorType_Returning_Visitor)                                         (Browser_2, Month_May, OperatingSystems_3) 0.050203    0.058667 1.091055
                                                                       (Browser_2)                     (VisitorType_Returning_Visitor, Month_May, OperatingSystems_3) 0.050203    0.077754 1.465914
                                                                       (Month_May)                     (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_3) 0.050203    0.184007 1.049402
                                                              (OperatingSystems_3)                              (VisitorType_Returning_Visitor, Browser_2, Month_May) 0.050203    0.242270 1.492848
                                                  (Browser_2, Month_May, Region_1)                                                    (VisitorType_Returning_Visitor) 0.056610    0.908854 1.062096
                                                             (Month_May, Region_1)                                         (VisitorType_Returning_Visitor, Browser_2) 0.056610    0.568867 1.016246
                                        (VisitorType_Returning_Visitor, Browser_2)                                                              (Month_May, Region_1) 0.056610    0.101130 1.016246
                                                   (VisitorType_Returning_Visitor)                                                   (Browser_2, Month_May, Region_1) 0.056610    0.066155 1.062096
                             (VisitorType_Returning_Visitor, Browser_2, Month_Nov)                                                               (OperatingSystems_2) 0.086050    0.608372 1.136377
                    (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2)                                                                        (Month_Nov) 0.086050    0.244752 1.006602
                    (VisitorType_Returning_Visitor, Month_Nov, OperatingSystems_2)                                                                        (Browser_2) 0.086050    0.807458 1.250591
                                        (Month_Nov, Browser_2, OperatingSystems_2)                                                    (VisitorType_Returning_Visitor) 0.086050    0.861201 1.006408
                                        (VisitorType_Returning_Visitor, Browser_2)                                                    (Month_Nov, OperatingSystems_2) 0.086050    0.153724 1.232387
                                        (VisitorType_Returning_Visitor, Month_Nov)                                                    (Browser_2, OperatingSystems_2) 0.086050    0.414939 1.011307
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                             (Month_Nov, Browser_2) 0.086050    0.187821 1.155028
                                                            (Month_Nov, Browser_2)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.086050    0.529177 1.155028
                                                   (Browser_2, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Month_Nov) 0.086050    0.209725 1.011307
                                                   (Month_Nov, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.086050    0.689857 1.232387
                                                   (VisitorType_Returning_Visitor)                                         (Month_Nov, Browser_2, OperatingSystems_2) 0.086050    0.100559 1.006408
                                                                       (Browser_2)                     (VisitorType_Returning_Visitor, Month_Nov, OperatingSystems_2) 0.086050    0.133275 1.250591
                                                                       (Month_Nov)                     (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2) 0.086050    0.353903 1.006602
                                                              (OperatingSystems_2)                              (VisitorType_Returning_Visitor, Browser_2, Month_Nov) 0.086050    0.160733 1.136377
                              (VisitorType_Returning_Visitor, Browser_2, Region_1)                                                                        (Month_Nov) 0.063098    0.291495 1.198843
                             (VisitorType_Returning_Visitor, Browser_2, Month_Nov)                                                                         (Region_1) 0.063098    0.446101 1.150716
                              (VisitorType_Returning_Visitor, Month_Nov, Region_1)                                                                        (Browser_2) 0.063098    0.698384 1.081658
                                                  (Month_Nov, Browser_2, Region_1)                                                    (VisitorType_Returning_Visitor) 0.063098    0.886105 1.035511
                                        (VisitorType_Returning_Visitor, Browser_2)                                                              (Month_Nov, Region_1) 0.063098    0.112721 1.079076
                                         (VisitorType_Returning_Visitor, Region_1)                                                             (Month_Nov, Browser_2) 0.063098    0.189064 1.162675
                                        (VisitorType_Returning_Visitor, Month_Nov)                                                              (Browser_2, Region_1) 0.063098    0.304263 1.228007
                                                             (Browser_2, Region_1)                                         (VisitorType_Returning_Visitor, Month_Nov) 0.063098    0.254664 1.228007
                                                            (Month_Nov, Browser_2)                                          (VisitorType_Returning_Visitor, Region_1) 0.063098    0.388030 1.162675
                                                             (Month_Nov, Region_1)                                         (VisitorType_Returning_Visitor, Browser_2) 0.063098    0.604037 1.079076
                                                   (VisitorType_Returning_Visitor)                                                   (Month_Nov, Browser_2, Region_1) 0.063098    0.073737 1.035511
                                                                       (Browser_2)                               (VisitorType_Returning_Visitor, Month_Nov, Region_1) 0.063098    0.097726 1.081658
                                                                        (Region_1)                              (VisitorType_Returning_Visitor, Browser_2, Month_Nov) 0.063098    0.162762 1.150716
                                                                       (Month_Nov)                               (VisitorType_Returning_Visitor, Browser_2, Region_1) 0.063098    0.259506 1.198843
                             (VisitorType_Returning_Visitor, Browser_2, Month_Nov)                                                                    (TrafficType_2) 0.054988    0.388761 1.225001
                         (VisitorType_Returning_Visitor, Browser_2, TrafficType_2)                                                                        (Month_Nov) 0.054988    0.351660 1.446286
                         (VisitorType_Returning_Visitor, Month_Nov, TrafficType_2)                                                                        (Browser_2) 0.054988    0.689024 1.067161
                                        (VisitorType_Returning_Visitor, Month_Nov)                                                         (Browser_2, TrafficType_2) 0.054988    0.265154 1.284114
                                    (VisitorType_Returning_Visitor, TrafficType_2)                                                             (Month_Nov, Browser_2) 0.054988    0.228591 1.405747
                                                            (Month_Nov, Browser_2)                                     (VisitorType_Returning_Visitor, TrafficType_2) 0.054988    0.338155 1.405747
                                                        (Browser_2, TrafficType_2)                                         (VisitorType_Returning_Visitor, Month_Nov) 0.054988    0.266300 1.284114
                                                                       (Browser_2)                          (VisitorType_Returning_Visitor, Month_Nov, TrafficType_2) 0.054988    0.085165 1.067161
                                                                       (Month_Nov)                          (VisitorType_Returning_Visitor, Browser_2, TrafficType_2) 0.054988    0.226151 1.446286
                                                                   (TrafficType_2)                              (VisitorType_Returning_Visitor, Browser_2, Month_Nov) 0.054988    0.173269 1.225001
                              (VisitorType_Returning_Visitor, Browser_1, Region_1)                                                               (OperatingSystems_1) 0.060908    0.859268 4.098558
                    (VisitorType_Returning_Visitor, Browser_1, OperatingSystems_1)                                                                         (Region_1) 0.060908    0.415836 1.072648
                     (VisitorType_Returning_Visitor, Region_1, OperatingSystems_1)                                                                        (Browser_1) 0.060908    0.843820 4.225956
                                        (VisitorType_Returning_Visitor, Browser_1)                                                     (Region_1, OperatingSystems_1) 0.060908    0.361928 4.186275
                                         (VisitorType_Returning_Visitor, Region_1)                                                    (Browser_1, OperatingSystems_1) 0.060908    0.182503 1.045175
                               (VisitorType_Returning_Visitor, OperatingSystems_1)                                                              (Browser_1, Region_1) 0.060908    0.346722 4.090989
                                                             (Browser_1, Region_1)                                (VisitorType_Returning_Visitor, OperatingSystems_1) 0.060908    0.718660 4.090989
                                                   (Browser_1, OperatingSystems_1)                                          (VisitorType_Returning_Visitor, Region_1) 0.060908    0.348816 1.045175
                                                    (Region_1, OperatingSystems_1)                                         (VisitorType_Returning_Visitor, Browser_1) 0.060908    0.704503 4.186275
                                                                       (Browser_1)                      (VisitorType_Returning_Visitor, Region_1, OperatingSystems_1) 0.060908    0.305037 4.225956
                                                                        (Region_1)                     (VisitorType_Returning_Visitor, Browser_1, OperatingSystems_1) 0.060908    0.157113 1.072648
                                                              (OperatingSystems_1)                               (VisitorType_Returning_Visitor, Browser_1, Region_1) 0.060908    0.290522 4.098558
                                         (Browser_2, Region_1, OperatingSystems_2)                                                                    (TrafficType_2) 0.057421    0.365325 1.151152
                                              (Browser_2, Region_1, TrafficType_2)                                                               (OperatingSystems_2) 0.057421    0.702381 1.311977
                                    (Browser_2, OperatingSystems_2, TrafficType_2)                                                                         (Region_1) 0.057421    0.399774 1.031217
                                     (Region_1, OperatingSystems_2, TrafficType_2)                                                                        (Browser_2) 0.057421    0.810069 1.254635
                                                             (Browser_2, Region_1)                                                (OperatingSystems_2, TrafficType_2) 0.057421    0.231751 1.278520
                                                   (Browser_2, OperatingSystems_2)                                                          (Region_1, TrafficType_2) 0.057421    0.139949 1.118319
                                                        (Browser_2, TrafficType_2)                                                     (Region_1, OperatingSystems_2) 0.057421    0.278083 1.366043
                                                    (Region_1, OperatingSystems_2)                                                         (Browser_2, TrafficType_2) 0.057421    0.282072 1.366043
                                                         (Region_1, TrafficType_2)                                                    (Browser_2, OperatingSystems_2) 0.057421    0.458846 1.118319
                                               (OperatingSystems_2, TrafficType_2)                                                              (Browser_2, Region_1) 0.057421    0.316779 1.278520
                                                                       (Browser_2)                                      (Region_1, OperatingSystems_2, TrafficType_2) 0.057421    0.088934 1.254635
                                                                        (Region_1)                                     (Browser_2, OperatingSystems_2, TrafficType_2) 0.057421    0.148117 1.031217
                                                              (OperatingSystems_2)                                               (Browser_2, Region_1, TrafficType_2) 0.057421    0.107256 1.311977
                                                                   (TrafficType_2)                                          (Browser_2, Region_1, OperatingSystems_2) 0.057421    0.180935 1.151152
                              (VisitorType_Returning_Visitor, Browser_2, Region_1)                                                               (OperatingSystems_2) 0.135604    0.626452 1.170149
                     (VisitorType_Returning_Visitor, Region_1, OperatingSystems_2)                                                                        (Browser_2) 0.135604    0.775870 1.201668
                                         (Browser_2, Region_1, OperatingSystems_2)                                                    (VisitorType_Returning_Visitor) 0.135604    0.862745 1.008212
                                        (VisitorType_Returning_Visitor, Browser_2)                                                     (Region_1, OperatingSystems_2) 0.135604    0.242249 1.190010
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                              (Browser_2, Region_1) 0.135604    0.295982 1.194584
                                                             (Browser_2, Region_1)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.135604    0.547300 1.194584
                                                    (Region_1, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.135604    0.666135 1.190010
                                                   (VisitorType_Returning_Visitor)                                          (Browser_2, Region_1, OperatingSystems_2) 0.135604    0.158468 1.008212
                                                                       (Browser_2)                      (VisitorType_Returning_Visitor, Region_1, OperatingSystems_2) 0.135604    0.210024 1.201668
                                                              (OperatingSystems_2)                               (VisitorType_Returning_Visitor, Browser_2, Region_1) 0.135604    0.253295 1.170149
                              (Region_3, VisitorType_Returning_Visitor, Browser_2)                                                               (OperatingSystems_2) 0.064558    0.602118 1.124695
                     (Region_3, VisitorType_Returning_Visitor, OperatingSystems_2)                                                                        (Browser_2) 0.064558    0.755218 1.169682
                                         (Region_3, Browser_2, OperatingSystems_2)                                                    (VisitorType_Returning_Visitor) 0.064558    0.873765 1.021090
                                                             (Region_3, Browser_2)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.064558    0.528552 1.153665
                                                    (Region_3, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.064558    0.653530 1.167492
                                        (VisitorType_Returning_Visitor, Browser_2)                                                     (Region_3, OperatingSystems_2) 0.064558    0.115329 1.167492
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                              (Region_3, Browser_2) 0.064558    0.140910 1.153665
                                                   (VisitorType_Returning_Visitor)                                          (Region_3, Browser_2, OperatingSystems_2) 0.064558    0.075443 1.021090
                                                                       (Browser_2)                      (Region_3, VisitorType_Returning_Visitor, OperatingSystems_2) 0.064558    0.099987 1.169682
                                                              (OperatingSystems_2)                               (Region_3, VisitorType_Returning_Visitor, Browser_2) 0.064558    0.120588 1.124695
                    (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2)                                                                    (TrafficType_1) 0.088483    0.251672 1.266063
                         (VisitorType_Returning_Visitor, Browser_2, TrafficType_1)                                                               (OperatingSystems_2) 0.088483    0.686595 1.282491
                (VisitorType_Returning_Visitor, OperatingSystems_2, TrafficType_1)                                                                        (Browser_2) 0.088483    0.740163 1.146364
                                    (Browser_2, OperatingSystems_2, TrafficType_1)                                                    (VisitorType_Returning_Visitor) 0.088483    0.982883 1.148606
                                        (VisitorType_Returning_Visitor, Browser_2)                                                (OperatingSystems_2, TrafficType_1) 0.088483    0.158070 1.301071
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                         (Browser_2, TrafficType_1) 0.088483    0.193132 1.470853
                                    (VisitorType_Returning_Visitor, TrafficType_1)                                                    (Browser_2, OperatingSystems_2) 0.088483    0.453261 1.104707
                                                   (Browser_2, OperatingSystems_2)                                     (VisitorType_Returning_Visitor, TrafficType_1) 0.088483    0.215655 1.104707
                                                        (Browser_2, TrafficType_1)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.088483    0.673873 1.470853
                                               (OperatingSystems_2, TrafficType_1)                                         (VisitorType_Returning_Visitor, Browser_2) 0.088483    0.728304 1.301071
                                                   (VisitorType_Returning_Visitor)                                     (Browser_2, OperatingSystems_2, TrafficType_1) 0.088483    0.103403 1.148606
                                                                       (Browser_2)                 (VisitorType_Returning_Visitor, OperatingSystems_2, TrafficType_1) 0.088483    0.137043 1.146364
                                                              (OperatingSystems_2)                          (VisitorType_Returning_Visitor, Browser_2, TrafficType_1) 0.088483    0.165278 1.282491
                                                                   (TrafficType_1)                     (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2) 0.088483    0.445124 1.266063
                         (VisitorType_Returning_Visitor, Browser_2, TrafficType_2)                                                               (OperatingSystems_2) 0.106975    0.684129 1.277883
                (VisitorType_Returning_Visitor, OperatingSystems_2, TrafficType_2)                                                                        (Browser_2) 0.106975    0.790767 1.224741
                                        (VisitorType_Returning_Visitor, Browser_2)                                                (OperatingSystems_2, TrafficType_2) 0.106975    0.191104 1.054279
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                         (Browser_2, TrafficType_2) 0.106975    0.233493 1.130779
                                    (VisitorType_Returning_Visitor, TrafficType_2)                                                    (Browser_2, OperatingSystems_2) 0.106975    0.444707 1.083857
                                                   (Browser_2, OperatingSystems_2)                                     (VisitorType_Returning_Visitor, TrafficType_2) 0.106975    0.260723 1.083857
                                                        (Browser_2, TrafficType_2)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.106975    0.518068 1.130779
                                               (OperatingSystems_2, TrafficType_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.106975    0.590157 1.054279
                                                                       (Browser_2)                 (VisitorType_Returning_Visitor, OperatingSystems_2, TrafficType_2) 0.106975    0.165683 1.224741
                                                              (OperatingSystems_2)                          (VisitorType_Returning_Visitor, Browser_2, TrafficType_2) 0.106975    0.199818 1.277883
                          (VisitorType_Returning_Visitor, Region_1, TrafficType_2)                                                               (OperatingSystems_2) 0.054907    0.563697 1.052929
                (VisitorType_Returning_Visitor, OperatingSystems_2, TrafficType_2)                                                                         (Region_1) 0.054907    0.405875 1.046954
                                    (VisitorType_Returning_Visitor, TrafficType_2)                                                     (Region_1, OperatingSystems_2) 0.054907    0.228254 1.121261
                                                    (Region_1, OperatingSystems_2)                                     (VisitorType_Returning_Visitor, TrafficType_2) 0.054907    0.269721 1.121261
                                                                        (Region_1)                 (VisitorType_Returning_Visitor, OperatingSystems_2, TrafficType_2) 0.054907    0.141632 1.046954
                                                              (OperatingSystems_2)                           (VisitorType_Returning_Visitor, Region_1, TrafficType_2) 0.054907    0.102560 1.052929
                              (VisitorType_Returning_Visitor, Browser_2, Region_1)                                                               (OperatingSystems_3) 0.066748    0.308355 1.488070
                     (VisitorType_Returning_Visitor, Region_1, OperatingSystems_3)                                                                        (Browser_2) 0.066748    0.947066 1.466816
                                         (Browser_2, Region_1, OperatingSystems_3)                                                    (VisitorType_Returning_Visitor) 0.066748    0.907387 1.060381
                                        (VisitorType_Returning_Visitor, Browser_2)                                                     (Region_1, OperatingSystems_3) 0.066748    0.119241 1.529905
                                         (VisitorType_Returning_Visitor, Region_1)                                                    (Browser_2, OperatingSystems_3) 0.066748    0.200000 1.020695
                               (VisitorType_Returning_Visitor, OperatingSystems_3)                                                              (Browser_2, Region_1) 0.066748    0.361758 1.460059
                                                             (Browser_2, Region_1)                                (VisitorType_Returning_Visitor, OperatingSystems_3) 0.066748    0.269394 1.460059
                                                   (Browser_2, OperatingSystems_3)                                          (VisitorType_Returning_Visitor, Region_1) 0.066748    0.340646 1.020695
                                                    (Region_1, OperatingSystems_3)                                         (VisitorType_Returning_Visitor, Browser_2) 0.066748    0.856400 1.529905
                                                   (VisitorType_Returning_Visitor)                                          (Browser_2, Region_1, OperatingSystems_3) 0.066748    0.078002 1.060381
                                                                       (Browser_2)                      (VisitorType_Returning_Visitor, Region_1, OperatingSystems_3) 0.066748    0.103379 1.466816
                                                              (OperatingSystems_3)                               (VisitorType_Returning_Visitor, Browser_2, Region_1) 0.066748    0.322114 1.488070
                         (VisitorType_Returning_Visitor, Browser_2, TrafficType_2)                                                                         (Region_1) 0.064396    0.411826 1.062304
                          (VisitorType_Returning_Visitor, Region_1, TrafficType_2)                                                                        (Browser_2) 0.064396    0.661116 1.023936
                                    (VisitorType_Returning_Visitor, TrafficType_2)                                                              (Browser_2, Region_1) 0.064396    0.267701 1.080441
                                                             (Browser_2, Region_1)                                     (VisitorType_Returning_Visitor, TrafficType_2) 0.064396    0.259902 1.080441
                                                                       (Browser_2)                           (VisitorType_Returning_Visitor, Region_1, TrafficType_2) 0.064396    0.099736 1.023936
                                                                        (Region_1)                          (VisitorType_Returning_Visitor, Browser_2, TrafficType_2) 0.064396    0.166109 1.062304
      (SpecialDay_0.0, VisitorType_Returning_Visitor, Weekend, OperatingSystems_2)                                                                        (Browser_2) 0.057340    0.759398 1.176157
           (VisitorType_Returning_Visitor, Browser_2, Weekend, OperatingSystems_2)                                                                   (SpecialDay_0.0) 0.057340    0.929041 1.033945
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2)                                                      (Weekend, OperatingSystems_2) 0.057340    0.115940 1.156582
                                     (SpecialDay_0.0, Weekend, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.057340    0.604790 1.080421
                               (VisitorType_Returning_Visitor, Browser_2, Weekend)                                               (SpecialDay_0.0, OperatingSystems_2) 0.057340    0.478997 1.001872
                      (VisitorType_Returning_Visitor, Weekend, OperatingSystems_2)                                                        (SpecialDay_0.0, Browser_2) 0.057340    0.709839 1.228741
                                                       (SpecialDay_0.0, Browser_2)                       (VisitorType_Returning_Visitor, Weekend, OperatingSystems_2) 0.057340    0.099256 1.228741
                                              (SpecialDay_0.0, OperatingSystems_2)                                (VisitorType_Returning_Visitor, Browser_2, Weekend) 0.057340    0.119932 1.001872
                                        (VisitorType_Returning_Visitor, Browser_2)                                      (SpecialDay_0.0, Weekend, OperatingSystems_2) 0.057340    0.102434 1.080421
                                                     (Weekend, OperatingSystems_2)                         (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2) 0.057340    0.572006 1.156582
                                                                  (SpecialDay_0.0)            (VisitorType_Returning_Visitor, Browser_2, Weekend, OperatingSystems_2) 0.057340    0.063814 1.033945
                                                                       (Browser_2)       (SpecialDay_0.0, VisitorType_Returning_Visitor, Weekend, OperatingSystems_2) 0.057340    0.088808 1.176157
    (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2)                                                                        (Month_Mar) 0.056448    0.181913 1.176188
             (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2, Month_Mar)                                                               (OperatingSystems_2) 0.056448    0.652296 1.218423
    (SpecialDay_0.0, VisitorType_Returning_Visitor, OperatingSystems_2, Month_Mar)                                                                        (Browser_2) 0.056448    0.736508 1.140704
                        (SpecialDay_0.0, Month_Mar, Browser_2, OperatingSystems_2)                                                    (VisitorType_Returning_Visitor) 0.056448    0.870000 1.016690
         (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2, Month_Mar)                                                                   (SpecialDay_0.0) 0.056448    1.000000 1.112916
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2)                                                    (Month_Mar, OperatingSystems_2) 0.056448    0.114136 1.315228
               (SpecialDay_0.0, VisitorType_Returning_Visitor, OperatingSystems_2)                                                             (Month_Mar, Browser_2) 0.056448    0.139787 1.405852
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Month_Mar)                                                    (Browser_2, OperatingSystems_2) 0.056448    0.415522 1.012728
                                   (SpecialDay_0.0, Browser_2, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Month_Mar) 0.056448    0.153846 1.132491
                                            (SpecialDay_0.0, Month_Mar, Browser_2)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.056448    0.567700 1.239111
                                   (SpecialDay_0.0, Month_Mar, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.056448    0.650467 1.162020
                    (VisitorType_Returning_Visitor, Browser_2, OperatingSystems_2)                                                        (SpecialDay_0.0, Month_Mar) 0.056448    0.160554 1.038084
                             (VisitorType_Returning_Visitor, Browser_2, Month_Mar)                                               (SpecialDay_0.0, OperatingSystems_2) 0.056448    0.652296 1.364345
                    (VisitorType_Returning_Visitor, OperatingSystems_2, Month_Mar)                                                        (SpecialDay_0.0, Browser_2) 0.056448    0.736508 1.274904
                                        (Month_Mar, Browser_2, OperatingSystems_2)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.056448    0.870000 1.146303
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                         (Month_Mar, Browser_2, OperatingSystems_2) 0.056448    0.074375 1.146303
                                                       (SpecialDay_0.0, Browser_2)                     (VisitorType_Returning_Visitor, OperatingSystems_2, Month_Mar) 0.056448    0.097712 1.274904
                                              (SpecialDay_0.0, OperatingSystems_2)                              (VisitorType_Returning_Visitor, Browser_2, Month_Mar) 0.056448    0.118066 1.364345
